station_id,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,Record Count
4170,Webster Ave & E 166 St,8052.01,40.828975,-73.911259,71,"CREDITCARD,KEY",19,false,0,19,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4310,24 St & 38 Ave,6581.14,40.756351,-73.936515,71,"CREDITCARD,KEY",19,false,2,17,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4311,8 St & Astoria Blvd,7068.07,40.7725996921817,-73.93266275525093,71,"CREDITCARD,KEY",19,false,18,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4353,Prospect Ave & Vanderbilt St,3426.02,40.653368,-73.976291,71,"CREDITCARD,KEY",19,false,19,0,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
4357,Ft. Hamilton Pkwy & E 2 St,3280.04,40.648005,-73.979342,71,"CREDITCARD,KEY",19,false,18,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4370,29 St & 5 Ave,3523.06,40.656986,-73.998194,71,"CREDITCARD,KEY",19,false,18,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4372,34 St & 5 Ave,3451.01,40.654098,-74.001131,71,"CREDITCARD,KEY",19,false,19,0,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
4374,48 St & 2 Ave,3283.05,40.650176,-74.015606,71,"CREDITCARD,KEY",19,false,19,0,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
4382,41 St & 3 Ave,3388.02,40.652512,-74.008906,71,"CREDITCARD,KEY",19,false,19,0,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
4388,44 St & 2 Ave,3356.05,40.652502,-74.013587,71,"CREDITCARD,KEY",19,false,18,1,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
406,Hicks St & Montague St,4645.09,40.69512845,-73.99595065,71,"CREDITCARD,KEY",20,false,16,4,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3827,Halsey St & Broadway,4366.01,40.68565,-73.91564,71,"CREDITCARD,KEY",20,false,19,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4364,Caton Ave & E 7 St,3199.01,40.647718,-73.973663,71,"CREDITCARD,KEY",20,false,18,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4567,Decatur Ave & Bedford Park Blvd,8664.06,40.86813,-73.88412,71,"CREDITCARD,KEY",20,false,19,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3319,14 St & 5 Ave,3771.06,40.666287,-73.98895053,71,"CREDITCARD,KEY",21,false,16,5,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3340,Wolcott St & Dwight St,4054.02,40.6753274,-74.0100698,71,"CREDITCARD,KEY",21,false,20,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3352,Sigourney St & Columbia St,3940.04,40.67267243410948,-74.0087952464819,71,"CREDITCARD,KEY",21,false,19,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4090,Grand Concourse & E 156 St,7984.04,40.823429,-73.924689,71,"CREDITCARD,KEY",21,false,0,3,0,18,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4174,3 Ave & E 170 St,8137.06,40.834857,-73.903743,71,"CREDITCARD,KEY",21,false,20,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4275,21 Ave & Shore Blvd,7342.01,40.783956,-73.916894,71,"CREDITCARD,KEY",21,false,20,1,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
4296,Steinway St & 19 Ave,7220.01,40.778089,-73.899558,71,"CREDITCARD,KEY",21,false,21,0,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
4356,Greenwood Ave & E 4 St,3353.04,40.650739,-73.977739,71,"CREDITCARD,KEY",21,false,21,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4360,Caton Ave & Argyle Rd,3303.01,40.649681,-73.967829,71,"CREDITCARD,KEY",21,false,21,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4523,Church Sq Park - 5 St & Park Ave,HB601,40.74265933273143,-74.03223305940628,311,"CREDITCARD,KEY",21,false,19,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3828,Eldert St & Bushwick Ave,4399.03,40.68652,-73.91321,71,"CREDITCARD,KEY",22,false,22,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4377,Dahill Rd & 12 Ave,3208.07,40.646037,-73.980963,71,"CREDITCARD,KEY",22,false,22,0,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
4463,W 204 St & Vermilyea Ave,8632.07,40.866141,-73.922648,71,"CREDITCARD,KEY",22,false,21,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3053,Marcy Ave & Lafayette Ave,4476.03,40.6900815,-73.947915,71,"CREDITCARD,KEY",23,false,22,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3315,Henry St & Degraw St,4380.08,40.6847514,-73.99917254,71,"CREDITCARD,KEY",23,false,20,3,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3774,Knickerbocker Ave & George St,4979.07,40.704425,-73.92836,71,"CREDITCARD,KEY",23,false,20,3,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4358,Ft. Hamilton Pkwy & E 5 St,3240.15,40.649037,-73.97673,71,"CREDITCARD,KEY",23,false,21,2,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
4389,47 St & 3 Ave,3243.02,40.649143,-74.012384,71,"CREDITCARD,KEY",23,false,23,0,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
4410,41 St & 4 Ave,3347.03,40.651354,-74.007168,71,"CREDITCARD,KEY",23,false,23,0,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
4435,4 Ave & 17 St,3739.06,40.665507,-73.993037,71,"CREDITCARD,KEY",23,false,21,2,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
4574,Bailey Ave & W 193 St,8676.01,40.87069,-73.90678,71,"CREDITCARD,KEY",23,false,23,0,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
2008,Little West St & 1 Pl,5001.08,40.70569254,-74.01677685,71,"CREDITCARD,KEY",24,false,20,4,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3399,7 St & 3 Ave,3996.01,40.67260298150126,-73.98983001708984,71,"CREDITCARD,KEY",24,false,23,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4489,45 St & 4 Ave,3275.03,40.649145,-74.009486,71,"CREDITCARD,KEY",24,false,24,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
276,Duane St & Greenwich St,5400.08,40.71748752,-74.0104554,71,"CREDITCARD,KEY",25,false,22,3,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3082,Hope St & Union Ave,5187.03,40.71167351,-73.95141312,71,"CREDITCARD,KEY",25,false,24,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3322,12 St & 4 Ave,3882.01,40.668603,-73.9904394,71,"CREDITCARD,KEY",25,false,23,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3324,3 Ave & 14 St,3850.03,40.6685455,-73.99333264,71,"CREDITCARD,KEY",25,false,25,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3377,Carroll St & Bond St,4184.07,40.6786115,-73.99037292,71,"CREDITCARD,KEY",25,false,24,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3384,Smith St & 3 St,4151.01,40.6787242,-73.99599099,71,"CREDITCARD,KEY",25,false,22,3,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3388,President St & Henry St,4307.13,40.6828003,-73.99990419,71,"CREDITCARD,KEY",25,false,23,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3396,Clinton St & 4 Place,4119.04,40.6783563,-74.00014502,71,"CREDITCARD,KEY",25,false,23,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4006,E 147 St & Bergen Ave,7840.11,40.814673,-73.91839,71,"CREDITCARD,KEY",25,false,22,3,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
4579,Grand Concourse & E 203 St,8734.04,40.87382,-73.88661,71,"CREDITCARD,KEY",26,false,0,18,0,8,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
82,St James Pl & Pearl St,5167.06,40.71117416,-74.00016545,71,"CREDITCARD,KEY",27,false,25,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
264,Maiden Ln & Pearl St,5065.10,40.70706456,-74.00731853,71,"CREDITCARD,KEY",27,false,0,26,0,1,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
331,Pike St & Monroe St,5159.04,40.71173107,-73.99193043,71,"CREDITCARD,KEY",27,false,23,4,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3044,Albany Ave & Fulton St,4237.02,40.6800105,-73.938475,71,"CREDITCARD,KEY",27,false,26,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3308,Kane St & Clinton St,4455.11,40.6861758,-73.99645295,71,"CREDITCARD,KEY",27,false,27,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3411,Bond St & Bergen St,4404.10,40.6849668,-73.98620772,71,"CREDITCARD,KEY",27,false,26,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3424,E 106 St & Lexington Ave,7504.18,40.791976,-73.945993,71,"CREDITCARD,KEY",27,false,27,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3905,4 Ave & E 12 St,5788.15,40.732647,-73.99011,71,"CREDITCARD,KEY",27,false,0,0,0,27,true,false,true,"Jun 27, 2021, 12:00:00 AM",1
3254,Soissons Landing,4590.01,40.69231660719192,-74.01486575603485,71,"CREDITCARD,KEY",29,false,19,10,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3836,Bushwick Ave & Linden St,4600.09,40.69146,-73.92146,71,"CREDITCARD,KEY",29,false,29,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4436,Park Cir & East Dr,3344.02,40.651566,-73.972212,71,"CREDITCARD,KEY",29,false,29,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3368,5 Ave & 3 St,3987.06,40.6728155,-73.98352355,71,"CREDITCARD,KEY",30,false,28,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4342,16th St & 4th Ave,3811.05,40.666197,-73.992466,71,"CREDITCARD,KEY",30,false,30,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4361,Caton Ave & E 10 St,3230.01,40.648481,-73.97058,71,"CREDITCARD,KEY",30,false,25,5,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4363,E 8 St & Caton Ave,3272.01,40.648055,-73.972432,71,"CREDITCARD,KEY",30,false,30,0,0,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
238,Bank St & Washington St,5964.01,40.7361967,-74.00859207,71,"CREDITCARD,KEY",31,false,0,31,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
426,West St & Chambers St,5329.03,40.71754834,-74.01322069,71,"CREDITCARD,KEY",31,false,21,10,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
458,11 Ave & W 27 St,6425.04,40.751396,-74.005226,71,"CREDITCARD,KEY",31,false,25,6,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3298,Warren St & Court St,4413.08,40.686371,-73.99383324,71,"CREDITCARD,KEY",31,false,30,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3589,Broadway & 12 St,6901.01,40.7668,-73.9347774,71,"CREDITCARD,KEY",31,false,0,17,0,14,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3848,Suydam St & Broadway,4689.03,40.69544,-73.93223,71,"CREDITCARD,KEY",32,false,0,24,0,8,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3906,West St & Liberty St,5184.08,40.711444,-74.014847,71,"CREDITCARD,KEY",32,false,27,5,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3397,Court St & Nelson St,4077.07,40.6763947,-73.99869893,71,"CREDITCARD,KEY",33,false,32,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3461,Murray St & Greenwich St,5288.12,40.714851505262516,-74.01122331619263,71,"CREDITCARD,KEY",33,false,30,3,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3477,39 St & 2 Ave,3501.01,40.65539977447831,-74.01062786579132,71,"CREDITCARD,KEY",33,false,33,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4340,Clinton St	& Cherry St,5190.09,40.711471394469264,-73.98672603070736,71,"CREDITCARD,KEY",33,false,30,3,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4482,Warren St & Smith St,4371.01,40.685424009970184,-73.99127773940563,71,"CREDITCARD,KEY",33,false,33,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3386,1 Pl & Clinton St,4193.14,40.6809591,-73.99905709,71,"CREDITCARD,KEY",34,false,29,5,0,0,true,false,false,"Jun 26, 2021, 12:00:00 AM",1
3533,St. Nicholas Ave & W 126 St,7756.10,40.8114323,-73.9518776,71,"CREDITCARD,KEY",34,false,31,3,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3421,Hoyt St & Warren St,4330.09,40.6843549,-73.98901629,71,"CREDITCARD,KEY",35,false,33,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3831,Broadway & Hancock St,4441.06,40.68663,-73.9168,71,"CREDITCARD,KEY",35,false,33,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
502,Henry St & Grand St,5294.04,40.714211,-73.981095,71,"CREDITCARD,KEY",36,false,35,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3919,Wall St & South St,4953.01,40.70437,-74.00637,71,"CREDITCARD,KEY",37,false,35,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3321,Clinton St & Union St,4266.03,40.6831164,-73.99785267,71,"CREDITCARD,KEY",38,false,38,0,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
327,Vesey Pl & River Terrace,5297.02,40.7153379,-74.01658354,71,"CREDITCARD,KEY",39,false,36,3,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4481,4 Ave & 3 St,4028.04,40.673746,-73.985649,71,"CREDITCARD,KEY",39,false,37,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
309,Murray St & West St,5329.06,40.7149787,-74.013012,71,"CREDITCARD,KEY",41,false,39,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3068,Humboldt St & Varet St,4956.02,40.7031724,-73.940636,71,"CREDITCARD,KEY",42,false,40,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
408,Market St & Cherry St,5198.04,40.71076228,-73.99400398,71,"CREDITCARD,KEY",45,false,42,3,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
350,Clinton St & Grand St,5303.06,40.71559509,-73.9870295,71,"CREDITCARD,KEY",47,false,42,5,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4590,Bridge St & Water St,4968.03,40.702969341552716,-73.98469090461731,71,"CREDITCARD,KEY",47,false,45,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4594,Ashland Pl & Dekalb Ave,4513.09,40.690065,-73.978776,71,"CREDITCARD,KEY",47,false,46,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
363,West Thames St,5114.06,40.70834698,-74.01713445,71,"CREDITCARD,KEY",49,false,45,4,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3115,India St & Manhattan Ave,5826.02,40.73232194,-73.9550858,71,"CREDITCARD,KEY",50,false,48,2,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3381,3 St & Hoyt St,4110.10,40.6777287,-73.99364123,71,"CREDITCARD,KEY",53,false,50,3,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4121,1 Ave & E 39 St,6303.01,40.74714,-73.97113,71,"CREDITCARD,KEY",53,false,42,11,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3641,Broadway & W 25 St,6173.08,40.74286877312112,-73.98918628692627,71,"CREDITCARD,KEY",54,false,0,0,0,54,true,false,true,"Jun 27, 2021, 12:00:00 AM",1
4187,Fulton St & Pearl St,5024.09,40.70772198491691,-74.00438636541367,71,"CREDITCARD,KEY",55,false,54,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
128,MacDougal St & Prince St,5687.04,40.72710258,-74.00297088,71,"CREDITCARD,KEY",56,false,0,52,0,4,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
469,Broadway & W 53 St,6779.05,40.76344058,-73.98268129,71,"CREDITCARD,KEY",57,false,0,0,0,0,false,false,false,"Jan 1, 1970, 12:00:00 AM",1
144,Nassau St & Navy St,4812.02,40.69839895,-73.98068914,71,"CREDITCARD,KEY",58,false,57,1,0,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3132,E 59 St & Madison Ave,6801.01,40.76350532,-73.97109243,71,"CREDITCARD,KEY",3,false,0,2,1,0,false,false,false,"Apr 10, 2021, 12:00:00 AM",1
3282,5 Ave & E 88 St,7323.10,40.78307,-73.95939,71,"CREDITCARD,KEY",3,false,0,2,1,0,false,false,false,"Apr 10, 2021, 12:00:00 AM",1
3852,Stewart Ave & Johnson Ave,5123.07,40.70869,-73.92587,71,"CREDITCARD,KEY",17,false,15,1,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3903,Jefferson Ave & Evergreen Ave,4517.03,40.68989,-73.91458,71,"CREDITCARD,KEY",17,false,13,3,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3193,Lincoln Park,JC053,40.7246050998869,-74.07840594649315,70,"CREDITCARD,KEY",18,false,16,1,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3273,Manila & 1st,JC082,40.721650724879986,-74.04288411140442,70,"CREDITCARD,KEY",18,false,17,0,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3412,Pacific St & Nevins St,4362.04,40.6853761,-73.98302136,71,"CREDITCARD,KEY",18,false,17,0,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
275,Washington Ave & Greene Ave,4419.03,40.68650065,-73.96563307,71,"CREDITCARD,KEY",19,false,14,4,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3042,Fulton St & Utica Ave,4228.02,40.6794268,-73.9298911,71,"CREDITCARD,KEY",19,false,13,5,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3046,Marcus Garvey Blvd & Macon St,4278.03,40.682601,-73.938037,71,"CREDITCARD,KEY",19,false,16,2,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3393,Richards St & Delavan St,4202.04,40.6794327,-74.00785041,71,"CREDITCARD,KEY",19,false,17,1,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3453,Devoe St & Lorimer St,5259.06,40.71335226222875,-73.9491033554077,71,"CREDITCARD,KEY",19,false,16,2,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3557,40 Ave & 9 St,6664.05,40.75742,-73.945133,71,"CREDITCARD,KEY",19,false,18,0,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3661,Montgomery St & Franklin Ave,3776.05,40.666439306870814,-73.9605563879013,71,"CREDITCARD,KEY",19,false,16,2,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3795,10 St & 2 Ave,3922.02,40.671907,-73.993612,71,"CREDITCARD,KEY",19,false,18,0,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3811,27 Ave & 3 St,7132.08,40.77485,-73.9342,71,"CREDITCARD,KEY",19,false,16,2,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3868,Knickerbocker Ave & Halsey St,4623.02,40.693,-73.90824,71,"CREDITCARD,KEY",19,false,17,1,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3878,Cypress Ave & George St,4765.07,40.69812,-73.90271,71,"CREDITCARD,KEY",19,false,18,0,1,0,true,true,true,"Jun 26, 2021, 12:00:00 AM",1
3929,Willis Ave & E 141 St,7759.08,40.81093,-73.921606,71,"CREDITCARD,KEY",19,false,15,3,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4092,Jerome Ave & Anderson Ave,8061.01,40.830179,-73.928747,71,"CREDITCARD,KEY",19,false,17,1,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4131,Goble Pl & Macombs Rd,8269.01,40.844075,-73.917256,71,"CREDITCARD,KEY",19,false,18,0,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4165,E 165 St & Clay Ave,8052.02,40.82809,-73.91288,71,"CREDITCARD,KEY",19,false,17,1,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4325,21 Ave & 80 St,7060.02,40.770888,-73.889914,71,"CREDITCARD,KEY",19,false,18,0,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4414,24 St & 5 Ave,3555.04,40.659555,-73.995068,71,"CREDITCARD,KEY",19,false,17,1,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
4458,Dyckman St & 10 Ave,8507.02,40.85890447538412,-73.9230939745903,71,"CREDITCARD,KEY",19,false,15,3,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
3311,Columbia St & Kane St,4422.05,40.68763155,-74.0016256,71,"CREDITCARD,KEY",20,false,17,2,1,0,true,true,true,"Jun 27, 2021, 12:00:00 AM",1
